XM_ID,XP_ID
XM_043153084.1,XP_043008368.1
XM_043153085.1,XP_043008369.1
XM_043153086.1,XP_043008370.1
XM_043153087.1,XP_043008371.1
XM_043153088.1,XP_043008372.1
XM_043153090.1,XP_043008374.1
XM_043153089.1,XP_043008373.1
XM_043153091.1,XP_043008375.1
XM_043153092.1,XP_043008376.1
XM_043153093.1,XP_043008377.1
XM_043153094.1,XP_043008378.1
XM_043153095.1,XP_043008379.1
XM_043153096.1,XP_043008380.1
XM_043153097.1,XP_043008381.1
XM_043153098.1,XP_043008382.1
XM_043153099.1,XP_043008383.1
XM_043153100.1,XP_043008384.1
XM_043153101.1,XP_043008385.1
XM_043153102.1,XP_043008386.1
XM_043153103.1,XP_043008387.1
XM_043153104.1,XP_043008388.1
XM_043153105.1,XP_043008389.1
XM_043153106.1,XP_043008390.1
XM_043153107.1,XP_043008391.1
XM_043153108.1,XP_043008392.1
XM_043153109.1,XP_043008393.1
XM_043153110.1,XP_043008394.1
XM_043153111.1,XP_043008395.1
XM_043153113.1,XP_043008397.1
XM_043153112.1,XP_043008396.1
XM_043153114.1,XP_043008398.1
XM_043153115.1,XP_043008399.1
XM_043153116.1,XP_043008400.1
XM_043153117.1,XP_043008401.1
XM_043153118.1,XP_043008402.1
XM_043153119.1,XP_043008403.1
XM_043153120.1,XP_043008404.1
XM_043153121.1,XP_043008405.1
XM_043153122.1,XP_043008406.1
XM_043153123.1,XP_043008407.1
XM_043153124.1,XP_043008408.1
XM_043153125.1,XP_043008409.1
XM_043153126.1,XP_043008410.1
XM_043153127.1,XP_043008411.1
XM_043153129.1,XP_043008413.1
XM_043153128.1,XP_043008412.1
XM_043153130.1,XP_043008414.1
XM_043153132.1,XP_043008416.1
XM_043153131.1,XP_043008415.1
XM_043153133.1,XP_043008417.1
XM_043153134.1,XP_043008418.1
XM_043153135.1,XP_043008419.1
XM_043153136.1,XP_043008420.1
XM_043153137.1,XP_043008421.1
XM_043153138.1,XP_043008422.1
XM_043153140.1,XP_043008424.1
XM_043153139.1,XP_043008423.1
XM_043153141.1,XP_043008425.1
XM_043153142.1,XP_043008426.1
XM_043153143.1,XP_043008427.1
XM_043153144.1,XP_043008428.1
XM_043153145.1,XP_043008429.1
XM_043153146.1,XP_043008430.1
XM_043153147.1,XP_043008431.1
XM_043153148.1,XP_043008432.1
XM_043153149.1,XP_043008433.1
XM_043153150.1,XP_043008434.1
XM_043153151.1,XP_043008435.1
XM_043153152.1,XP_043008436.1
XM_043153153.1,XP_043008437.1
XM_043153154.1,XP_043008438.1
XM_043153155.1,XP_043008439.1
XM_043153156.1,XP_043008440.1
XM_043153157.1,XP_043008441.1
XM_043153158.1,XP_043008442.1
XM_043153159.1,XP_043008443.1
XM_043153160.1,XP_043008444.1
XM_043153162.1,XP_043008446.1
XM_043153161.1,XP_043008445.1
XM_043153163.1,XP_043008447.1
XM_043153164.1,XP_043008448.1
XM_043153165.1,XP_043008449.1
XM_043153166.1,XP_043008450.1
XM_043153167.1,XP_043008451.1
XM_043153168.1,XP_043008452.1
XM_043153170.1,XP_043008454.1
XM_043153169.1,XP_043008453.1
XM_043153171.1,XP_043008455.1
XM_043153172.1,XP_043008456.1
XM_043153173.1,XP_043008457.1
XM_043153174.1,XP_043008458.1
XM_043153175.1,XP_043008459.1
XM_043153176.1,XP_043008460.1
XM_043153177.1,XP_043008461.1
XM_043153178.1,XP_043008462.1
XM_043153179.1,XP_043008463.1
XM_043153180.1,XP_043008464.1
XM_043153181.1,XP_043008465.1
XM_043153182.1,XP_043008466.1
XM_043153183.1,XP_043008467.1
XM_043153184.1,XP_043008468.1
XM_043153185.1,XP_043008469.1
XM_043153186.1,XP_043008470.1
XM_043153187.1,XP_043008471.1
XM_043153188.1,XP_043008472.1
XM_043153189.1,XP_043008473.1
XM_043153190.1,XP_043008474.1
XM_043153191.1,XP_043008475.1
XM_043153192.1,XP_043008476.1
XM_043153193.1,XP_043008477.1
XM_043153194.1,XP_043008478.1
XM_043153195.1,XP_043008479.1
XM_043153196.1,XP_043008480.1
XM_043153197.1,XP_043008481.1
XM_043153198.1,XP_043008482.1
XM_043153201.1,XP_043008485.1
XM_043153200.1,XP_043008484.1
XM_043153202.1,XP_043008486.1
XM_043153199.1,XP_043008483.1
XM_043153203.1,XP_043008487.1
XM_043153204.1,XP_043008488.1
XM_043153205.1,XP_043008489.1
XM_043153206.1,XP_043008490.1
XM_043153207.1,XP_043008491.1
XM_043153208.1,XP_043008492.1
XM_043153209.1,XP_043008493.1
XM_043153210.1,XP_043008494.1
XM_043153211.1,XP_043008495.1
XM_043153212.1,XP_043008496.1
XM_043153213.1,XP_043008497.1
XM_043153214.1,XP_043008498.1
XM_043153216.1,XP_043008500.1
XM_043153215.1,XP_043008499.1
XM_043153217.1,XP_043008501.1
XM_043153218.1,XP_043008502.1
XM_043153219.1,XP_043008503.1
XM_043153220.1,XP_043008504.1
XM_043153221.1,XP_043008505.1
XM_043153222.1,XP_043008506.1
XM_043153223.1,XP_043008507.1
XM_043153224.1,XP_043008508.1
XM_043153225.1,XP_043008509.1
XM_043153226.1,XP_043008510.1
XM_043153227.1,XP_043008511.1
XM_043153228.1,XP_043008512.1
XM_043153229.1,XP_043008513.1
XM_043153230.1,XP_043008514.1
XM_043153231.1,XP_043008515.1
XM_043153232.1,XP_043008516.1
XM_043153233.1,XP_043008517.1
XM_043153234.1,XP_043008518.1
XM_043153235.1,XP_043008519.1
XM_043153236.1,XP_043008520.1
XM_043153237.1,XP_043008521.1
XM_043153238.1,XP_043008522.1
XM_043153239.1,XP_043008523.1
XM_043153240.1,XP_043008524.1
XM_043153241.1,XP_043008525.1
XM_043153242.1,XP_043008526.1
XM_043153243.1,XP_043008527.1
XM_043153244.1,XP_043008528.1
XM_043153245.1,XP_043008529.1
XM_043153246.1,XP_043008530.1
XM_043153247.1,XP_043008531.1
XM_043153248.1,XP_043008532.1
XM_043153249.1,XP_043008533.1
XM_043153250.1,XP_043008534.1
XM_043153251.1,XP_043008535.1
XM_043153252.1,XP_043008536.1
XM_043153253.1,XP_043008537.1
XM_043153254.1,XP_043008538.1
XM_043153255.1,XP_043008539.1
XM_043153256.1,XP_043008540.1
XM_043153257.1,XP_043008541.1
XM_043153258.1,XP_043008542.1
XM_043153259.1,XP_043008543.1
XM_043153260.1,XP_043008544.1
XM_043153262.1,XP_043008546.1
XM_043153261.1,XP_043008545.1
XM_043153263.1,XP_043008547.1
XM_043153264.1,XP_043008548.1
XM_043153265.1,XP_043008549.1
XM_043153266.1,XP_043008550.1
XM_043153267.1,XP_043008551.1
XM_043153268.1,XP_043008552.1
XM_043153271.1,XP_043008555.1
XM_043153269.1,XP_043008553.1
XM_043153270.1,XP_043008554.1
XM_043153272.1,XP_043008556.1
XM_043153273.1,XP_043008557.1
XM_043153274.1,XP_043008558.1
XM_043153275.1,XP_043008559.1
XM_043153276.1,XP_043008560.1
XM_043153277.1,XP_043008561.1
XM_043153278.1,XP_043008562.1
XM_043153279.1,XP_043008563.1
XM_043153280.1,XP_043008564.1
XM_043153281.1,XP_043008565.1
XM_043153282.1,XP_043008566.1
XM_043153283.1,XP_043008567.1
XM_043153284.1,XP_043008568.1
XM_043153285.1,XP_043008569.1
XM_043153286.1,XP_043008570.1
XM_043153287.1,XP_043008571.1
XM_043153288.1,XP_043008572.1
XM_043153289.1,XP_043008573.1
XM_043153290.1,XP_043008574.1
XM_043153291.1,XP_043008575.1
XM_043153292.1,XP_043008576.1
XM_043153293.1,XP_043008577.1
XM_043153295.1,XP_043008579.1
XM_043153294.1,XP_043008578.1
XM_043153296.1,XP_043008580.1
XM_043153297.1,XP_043008581.1
XM_043153299.1,XP_043008583.1
XM_043153298.1,XP_043008582.1
XM_043153300.1,XP_043008584.1
XM_043153301.1,XP_043008585.1
XM_043153302.1,XP_043008586.1
XM_043153303.1,XP_043008587.1
XM_043153304.1,XP_043008588.1
XM_043153305.1,XP_043008589.1
XM_043153306.1,XP_043008590.1
XM_043153307.1,XP_043008591.1
XM_043153308.1,XP_043008592.1
XM_043153309.1,XP_043008593.1
XM_043153310.1,XP_043008594.1
XM_043153311.1,XP_043008595.1
XM_043153312.1,XP_043008596.1
XM_043153313.1,XP_043008597.1
XM_043153314.1,XP_043008598.1
XM_043153315.1,XP_043008599.1
XM_043153316.1,XP_043008600.1
XM_043153317.1,XP_043008601.1
XM_043153318.1,XP_043008602.1
XM_043153319.1,XP_043008603.1
XM_043153320.1,XP_043008604.1
XM_043153321.1,XP_043008605.1
XM_043153322.1,XP_043008606.1
XM_043153323.1,XP_043008607.1
XM_043153324.1,XP_043008608.1
XM_043153325.1,XP_043008609.1
XM_043153326.1,XP_043008610.1
XM_043153327.1,XP_043008611.1
XM_043153328.1,XP_043008612.1
XM_043153329.1,XP_043008613.1
XM_043153330.1,XP_043008614.1
XM_043153331.1,XP_043008615.1
XM_043153332.1,XP_043008616.1
XM_043153333.1,XP_043008617.1
XM_043153334.1,XP_043008618.1
XM_043153336.1,XP_043008620.1
XM_043153335.1,XP_043008619.1
XM_043153338.1,XP_043008622.1
XM_043153337.1,XP_043008621.1
XM_043153339.1,XP_043008623.1
XM_043153340.1,XP_043008624.1
XM_043153341.1,XP_043008625.1
XM_043153342.1,XP_043008626.1
XM_043153343.1,XP_043008627.1
XM_043153344.1,XP_043008628.1
XM_043153345.1,XP_043008629.1
XM_043153346.1,XP_043008630.1
XM_043153347.1,XP_043008631.1
XM_043153348.1,XP_043008632.1
XM_043153349.1,XP_043008633.1
XM_043153350.1,XP_043008634.1
XM_043153351.1,XP_043008635.1
XM_043153352.1,XP_043008636.1
XM_043153353.1,XP_043008637.1
XM_043153354.1,XP_043008638.1
XM_043153355.1,XP_043008639.1
XM_043153356.1,XP_043008640.1
XM_043153357.1,XP_043008641.1
XM_043153358.1,XP_043008642.1
XM_043153359.1,XP_043008643.1
XM_043153360.1,XP_043008644.1
XM_043153361.1,XP_043008645.1
XM_043153362.1,XP_043008646.1
XM_043153363.1,XP_043008647.1
XM_043153364.1,XP_043008648.1
XM_043153365.1,XP_043008649.1
XM_043153366.1,XP_043008650.1
XM_043153367.1,XP_043008651.1
XM_043153368.1,XP_043008652.1
XM_043153369.1,XP_043008653.1
XM_043153370.1,XP_043008654.1
XM_043153371.1,XP_043008655.1
XM_043153372.1,XP_043008656.1
XM_043153373.1,XP_043008657.1
XM_043153374.1,XP_043008658.1
XM_043153375.1,XP_043008659.1
XM_043153376.1,XP_043008660.1
XM_043153377.1,XP_043008661.1
XM_043153378.1,XP_043008662.1
XM_043153379.1,XP_043008663.1
XM_043153380.1,XP_043008664.1
XM_043153381.1,XP_043008665.1
XM_043153382.1,XP_043008666.1
XM_043153383.1,XP_043008667.1
XM_043153384.1,XP_043008668.1
XM_043153385.1,XP_043008669.1
XM_043153386.1,XP_043008670.1
XM_043153387.1,XP_043008671.1
XM_043153388.1,XP_043008672.1
XM_043153389.1,XP_043008673.1
XM_043153391.1,XP_043008675.1
XM_043153390.1,XP_043008674.1
XM_043153392.1,XP_043008676.1
XM_043153393.1,XP_043008677.1
XM_043153394.1,XP_043008678.1
XM_043153395.1,XP_043008679.1
XM_043153396.1,XP_043008680.1
XM_043153397.1,XP_043008681.1
XM_043153398.1,XP_043008682.1
XM_043153399.1,XP_043008683.1
XM_043153400.1,XP_043008684.1
XM_043153401.1,XP_043008685.1
XM_043153402.1,XP_043008686.1
XM_043153403.1,XP_043008687.1
XM_043153404.1,XP_043008688.1
XM_043153405.1,XP_043008689.1
XM_043153406.1,XP_043008690.1
XM_043153407.1,XP_043008691.1
XM_043153408.1,XP_043008692.1
XM_043153409.1,XP_043008693.1
XM_043153410.1,XP_043008694.1
XM_043153411.1,XP_043008695.1
XM_043153412.1,XP_043008696.1
XM_043153413.1,XP_043008697.1
XM_043153414.1,XP_043008698.1
XM_043153415.1,XP_043008699.1
XM_043153416.1,XP_043008700.1
XM_043153417.1,XP_043008701.1
XM_043153418.1,XP_043008702.1
XM_043153419.1,XP_043008703.1
XM_043153420.1,XP_043008704.1
XM_043153421.1,XP_043008705.1
XM_043153422.1,XP_043008706.1
XM_043153423.1,XP_043008707.1
XM_043153424.1,XP_043008708.1
XM_043153425.1,XP_043008709.1
XM_043153426.1,XP_043008710.1
XM_043153427.1,XP_043008711.1
XM_043153428.1,XP_043008712.1
XM_043153429.1,XP_043008713.1
XM_043153430.1,XP_043008714.1
XM_043153431.1,XP_043008715.1
XM_043153432.1,XP_043008716.1
XM_043153433.1,XP_043008717.1
XM_043153434.1,XP_043008718.1
XM_043153435.1,XP_043008719.1
XM_043153436.1,XP_043008720.1
XM_043153437.1,XP_043008721.1
XM_043153438.1,XP_043008722.1
XM_043153439.1,XP_043008723.1
XM_043153440.1,XP_043008724.1
XM_043153441.1,XP_043008725.1
XM_043153442.1,XP_043008726.1
XM_043153443.1,XP_043008727.1
XM_043153444.1,XP_043008728.1
XM_043153445.1,XP_043008729.1
XM_043153446.1,XP_043008730.1
XM_043153447.1,XP_043008731.1
XM_043153448.1,XP_043008732.1
XM_043153449.1,XP_043008733.1
XM_043153450.1,XP_043008734.1
XM_043153451.1,XP_043008735.1
XM_043153452.1,XP_043008736.1
XM_043153453.1,XP_043008737.1
XM_043153456.1,XP_043008740.1
XM_043153455.1,XP_043008739.1
XM_043153454.1,XP_043008738.1
XM_043153457.1,XP_043008741.1
XM_043153458.1,XP_043008742.1
XM_043153459.1,XP_043008743.1
XM_043153460.1,XP_043008744.1
XM_043153461.1,XP_043008745.1
XM_043153462.1,XP_043008746.1
XM_043153463.1,XP_043008747.1
XM_043153464.1,XP_043008748.1
XM_043153465.1,XP_043008749.1
XM_043153466.1,XP_043008750.1
XM_043153467.1,XP_043008751.1
XM_043153468.1,XP_043008752.1
XM_043153469.1,XP_043008753.1
XM_043153470.1,XP_043008754.1
XM_043153471.1,XP_043008755.1
XM_043153472.1,XP_043008756.1
XM_043153473.1,XP_043008757.1
XM_043153474.1,XP_043008758.1
XM_043153475.1,XP_043008759.1
XM_043153476.1,XP_043008760.1
XM_043153477.1,XP_043008761.1
XM_043153478.1,XP_043008762.1
XM_043153479.1,XP_043008763.1
XM_043153480.1,XP_043008764.1
XM_043153481.1,XP_043008765.1
XM_043153482.1,XP_043008766.1
XM_043153483.1,XP_043008767.1
XM_043153484.1,XP_043008768.1
XM_043153485.1,XP_043008769.1
XM_043153486.1,XP_043008770.1
XM_043153487.1,XP_043008771.1
XM_043153488.1,XP_043008772.1
XM_043153489.1,XP_043008773.1
XM_043153490.1,XP_043008774.1
XM_043153491.1,XP_043008775.1
XM_043153492.1,XP_043008776.1
XM_043153493.1,XP_043008777.1
XM_043153494.1,XP_043008778.1
XM_043153495.1,XP_043008779.1
XM_043153496.1,XP_043008780.1
XM_043153497.1,XP_043008781.1
XM_043153498.1,XP_043008782.1
XM_043153499.1,XP_043008783.1
XM_043153500.1,XP_043008784.1
XM_043153502.1,XP_043008786.1
XM_043153501.1,XP_043008785.1
XM_043153503.1,XP_043008787.1
XM_043153504.1,XP_043008788.1
XM_043153505.1,XP_043008789.1
XM_043153506.1,XP_043008790.1
XM_043153507.1,XP_043008791.1
XM_043153508.1,XP_043008792.1
XM_043153509.1,XP_043008793.1
XM_043153510.1,XP_043008794.1
XM_043153511.1,XP_043008795.1
XM_043153512.1,XP_043008796.1
XM_043153513.1,XP_043008797.1
XM_043153514.1,XP_043008798.1
XM_043153515.1,XP_043008799.1
XM_043153516.1,XP_043008800.1
XM_043153517.1,XP_043008801.1
XM_043153518.1,XP_043008802.1
XM_043153519.1,XP_043008803.1
XM_043153520.1,XP_043008804.1
XM_043153521.1,XP_043008805.1
XM_043153522.1,XP_043008806.1
XM_043153523.1,XP_043008807.1
XM_043153524.1,XP_043008808.1
XM_043153525.1,XP_043008809.1
XM_043153526.1,XP_043008810.1
XM_043153527.1,XP_043008811.1
XM_043153528.1,XP_043008812.1
XM_043153529.1,XP_043008813.1
XM_043153530.1,XP_043008814.1
XM_043153532.1,XP_043008816.1
XM_043153531.1,XP_043008815.1
XM_043153533.1,XP_043008817.1
XM_043153534.1,XP_043008818.1
XM_043153535.1,XP_043008819.1
XM_043153536.1,XP_043008820.1
XM_043153537.1,XP_043008821.1
XM_043153538.1,XP_043008822.1
XM_043153539.1,XP_043008823.1
XM_043153540.1,XP_043008824.1
XM_043153541.1,XP_043008825.1
XM_043153542.1,XP_043008826.1
XM_043153543.1,XP_043008827.1
XM_043153544.1,XP_043008828.1
XM_043153545.1,XP_043008829.1
XM_043153546.1,XP_043008830.1
XM_043153547.1,XP_043008831.1
XM_043153548.1,XP_043008832.1
XM_043153549.1,XP_043008833.1
XM_043153550.1,XP_043008834.1
XM_043153551.1,XP_043008835.1
XM_043153552.1,XP_043008836.1
XM_043153553.1,XP_043008837.1
XM_043153554.1,XP_043008838.1
XM_043153555.1,XP_043008839.1
XM_043153556.1,XP_043008840.1
XM_043153557.1,XP_043008841.1
XM_043153558.1,XP_043008842.1
XM_043153559.1,XP_043008843.1
XM_043153561.1,XP_043008845.1
XM_043153560.1,XP_043008844.1
XM_043153563.1,XP_043008847.1
XM_043153562.1,XP_043008846.1
XM_043153564.1,XP_043008848.1
XM_043153565.1,XP_043008849.1
XM_043153566.1,XP_043008850.1
XM_043153567.1,XP_043008851.1
XM_043153568.1,XP_043008852.1
XM_043153569.1,XP_043008853.1
XM_043153570.1,XP_043008854.1
XM_043153571.1,XP_043008855.1
XM_043153572.1,XP_043008856.1
XM_043153573.1,XP_043008857.1
XM_043153574.1,XP_043008858.1
XM_043153575.1,XP_043008859.1
XM_043153576.1,XP_043008860.1
XM_043153577.1,XP_043008861.1
XM_043153578.1,XP_043008862.1
XM_043153579.1,XP_043008863.1
XM_043153580.1,XP_043008864.1
XM_043153581.1,XP_043008865.1
XM_043153582.1,XP_043008866.1
XM_043153583.1,XP_043008867.1
XM_043153584.1,XP_043008868.1
XM_043153585.1,XP_043008869.1
XM_043153586.1,XP_043008870.1
XM_043153587.1,XP_043008871.1
XM_043153588.1,XP_043008872.1
XM_043153589.1,XP_043008873.1
XM_043153590.1,XP_043008874.1
XM_043153591.1,XP_043008875.1
XM_043153592.1,XP_043008876.1
XM_043153593.1,XP_043008877.1
XM_043153594.1,XP_043008878.1
XM_043153595.1,XP_043008879.1
XM_043153596.1,XP_043008880.1
XM_043153597.1,XP_043008881.1
XM_043153598.1,XP_043008882.1
XM_043153599.1,XP_043008883.1
XM_043153600.1,XP_043008884.1
XM_043153601.1,XP_043008885.1
XM_043153602.1,XP_043008886.1
XM_043153603.1,XP_043008887.1
XM_043153604.1,XP_043008888.1
XM_043153605.1,XP_043008889.1
XM_043153606.1,XP_043008890.1
XM_043153607.1,XP_043008891.1
XM_043153608.1,XP_043008892.1
XM_043153609.1,XP_043008893.1
XM_043153610.1,XP_043008894.1
XM_043153611.1,XP_043008895.1
XM_043153612.1,XP_043008896.1
XM_043153613.1,XP_043008897.1
XM_043153614.1,XP_043008898.1
XM_043153615.1,XP_043008899.1
XM_043153616.1,XP_043008900.1
XM_043153617.1,XP_043008901.1
XM_043153618.1,XP_043008902.1
XM_043153619.1,XP_043008903.1
XM_043153620.1,XP_043008904.1
XM_043153621.1,XP_043008905.1
XM_043153623.1,XP_043008907.1
XM_043153622.1,XP_043008906.1
XM_043153624.1,XP_043008908.1
XM_043153625.1,XP_043008909.1
XM_043153626.1,XP_043008910.1
XM_043153627.1,XP_043008911.1
XM_043153628.1,XP_043008912.1
XM_043153630.1,XP_043008914.1
XM_043153629.1,XP_043008913.1
XM_043153631.1,XP_043008915.1
XM_043153632.1,XP_043008916.1
XM_043153633.1,XP_043008917.1
XM_043153634.1,XP_043008918.1
XM_043153635.1,XP_043008919.1
XM_043153636.1,XP_043008920.1
XM_043153637.1,XP_043008921.1
XM_043153638.1,XP_043008922.1
XM_043153639.1,XP_043008923.1
XM_043153640.1,XP_043008924.1
XM_043153641.1,XP_043008925.1
XM_043153642.1,XP_043008926.1
XM_043153643.1,XP_043008927.1
XM_043153644.1,XP_043008928.1
XM_043153646.1,XP_043008930.1
XM_043153645.1,XP_043008929.1
XM_043153647.1,XP_043008931.1
XM_043153648.1,XP_043008932.1
XM_043153649.1,XP_043008933.1
XM_043153650.1,XP_043008934.1
XM_043153651.1,XP_043008935.1
XM_043153652.1,XP_043008936.1
XM_043153653.1,XP_043008937.1
XM_043153654.1,XP_043008938.1
XM_043153655.1,XP_043008939.1
XM_043153656.1,XP_043008940.1
XM_043153657.1,XP_043008941.1
XM_043153658.1,XP_043008942.1
XM_043153659.1,XP_043008943.1
XM_043153660.1,XP_043008944.1
XM_043153661.1,XP_043008945.1
XM_043153662.1,XP_043008946.1
XM_043153663.1,XP_043008947.1
XM_043153664.1,XP_043008948.1
XM_043153665.1,XP_043008949.1
XM_043153666.1,XP_043008950.1
XM_043153667.1,XP_043008951.1
XM_043153668.1,XP_043008952.1
XM_043153669.1,XP_043008953.1
XM_043153670.1,XP_043008954.1
XM_043153671.1,XP_043008955.1
XM_043153672.1,XP_043008956.1
XM_043153673.1,XP_043008957.1
XM_043153674.1,XP_043008958.1
XM_043153675.1,XP_043008959.1
XM_043153677.1,XP_043008961.1
XM_043153676.1,XP_043008960.1
XM_043153678.1,XP_043008962.1
XM_043153679.1,XP_043008963.1
XM_043153680.1,XP_043008964.1
XM_043160758.1,XP_043008965.1
XM_043153681.1,XP_043008966.1
XM_043153682.1,XP_043008967.1
XM_043153683.1,XP_043008968.1
XM_043153684.1,XP_043008969.1
XM_043153685.1,XP_043008970.1
XM_043153686.1,XP_043008971.1
XM_043153687.1,XP_043008972.1
XM_043153688.1,XP_043008973.1
XM_043153689.1,XP_043008974.1
XM_043153690.1,XP_043008975.1
XM_043153691.1,XP_043008976.1
XM_043153692.1,XP_043008977.1
XM_043153693.1,XP_043008978.1
XM_043153694.1,XP_043008979.1
XM_043153695.1,XP_043008980.1
XM_043153696.1,XP_043008981.1
XM_043153697.1,XP_043008982.1
XM_043153698.1,XP_043008983.1
XM_043153699.1,XP_043008984.1
XM_043153700.1,XP_043008985.1
XM_043153701.1,XP_043008986.1
XM_043153702.1,XP_043008987.1
XM_043153703.1,XP_043008988.1
XM_043153704.1,XP_043008989.1
XM_043153705.1,XP_043008990.1
XM_043153707.1,XP_043008992.1
XM_043153706.1,XP_043008991.1
XM_043153708.1,XP_043008993.1
XM_043153709.1,XP_043008994.1
XM_043153710.1,XP_043008995.1
XM_043153711.1,XP_043008996.1
XM_043153712.1,XP_043008997.1
XM_043153713.1,XP_043008998.1
XM_043153714.1,XP_043008999.1
XM_043153715.1,XP_043009000.1
XM_043153716.1,XP_043009001.1
XM_043153717.1,XP_043009002.1
XM_043153718.1,XP_043009003.1
XM_043153719.1,XP_043009004.1
XM_043153720.1,XP_043009005.1
XM_043153721.1,XP_043009006.1
XM_043153722.1,XP_043009007.1
XM_043153723.1,XP_043009008.1
XM_043153724.1,XP_043009009.1
XM_043153725.1,XP_043009010.1
XM_043153726.1,XP_043009011.1
XM_043153727.1,XP_043009012.1
XM_043153728.1,XP_043009013.1
XM_043153729.1,XP_043009014.1
XM_043153730.1,XP_043009015.1
XM_043153732.1,XP_043009017.1
XM_043153731.1,XP_043009016.1
XM_043153733.1,XP_043009018.1
XM_043153734.1,XP_043009019.1
XM_043153735.1,XP_043009020.1
XM_043153736.1,XP_043009021.1
XM_043153737.1,XP_043009022.1
XM_043153738.1,XP_043009023.1
XM_043153739.1,XP_043009024.1
XM_043153740.1,XP_043009025.1
XM_043153741.1,XP_043009026.1
XM_043153742.1,XP_043009027.1
XM_043153743.1,XP_043009028.1
XM_043153744.1,XP_043009029.1
XM_043153745.1,XP_043009030.1
XM_043153747.1,XP_043009031.1
XM_043153746.1,XP_043009032.1
XM_043153749.1,XP_043009034.1
XM_043153748.1,XP_043009033.1
XM_043153750.1,XP_043009035.1
XM_043153751.1,XP_043009036.1
XM_043153752.1,XP_043009037.1
XM_043153753.1,XP_043009038.1
XM_043153754.1,XP_043009039.1
XM_043153755.1,XP_043009040.1
XM_043153756.1,XP_043009041.1
XM_043153757.1,XP_043009042.1
XM_043153758.1,XP_043009043.1
XM_043153759.1,XP_043009044.1
XM_043153763.1,XP_043009047.1
XM_043153761.1,XP_043009045.1
XM_043153762.1,XP_043009046.1
XM_043153760.1,XP_043009048.1
XM_043153765.1,XP_043009050.1
XM_043153764.1,XP_043009049.1
XM_043153766.1,XP_043009051.1
XM_043153768.1,XP_043009053.1
XM_043153767.1,XP_043009052.1
XM_043153769.1,XP_043009054.1
XM_043153770.1,XP_043009055.1
XM_043153771.1,XP_043009056.1
XM_043153772.1,XP_043009057.1
XM_043153773.1,XP_043009058.1
XM_043153774.1,XP_043009059.1
XM_043153775.1,XP_043009060.1
XM_043153776.1,XP_043009061.1
XM_043153777.1,XP_043009062.1
XM_043153778.1,XP_043009063.1
XM_043153779.1,XP_043009064.1
XM_043153780.1,XP_043009065.1
XM_043153781.1,XP_043009066.1
XM_043153782.1,XP_043009067.1
XM_043153783.1,XP_043009068.1
XM_043153784.1,XP_043009069.1
XM_043153785.1,XP_043009070.1
XM_043153786.1,XP_043009071.1
XM_043153787.1,XP_043009072.1
XM_043153788.1,XP_043009073.1
XM_043153789.1,XP_043009074.1
XM_043153790.1,XP_043009075.1
XM_043153791.1,XP_043009076.1
XM_043153792.1,XP_043009077.1
XM_043153793.1,XP_043009078.1
XM_043153794.1,XP_043009079.1
XM_043153795.1,XP_043009080.1
XM_043153796.1,XP_043009081.1
XM_043153797.1,XP_043009082.1
XM_043153798.1,XP_043009083.1
XM_043153799.1,XP_043009084.1
XM_043153800.1,XP_043009085.1
XM_043153801.1,XP_043009086.1
XM_043153802.1,XP_043009087.1
XM_043153803.1,XP_043009088.1
XM_043153804.1,XP_043009089.1
XM_043153805.1,XP_043009090.1
XM_043153806.1,XP_043009091.1
XM_043153807.1,XP_043009092.1
XM_043153808.1,XP_043009093.1
XM_043153809.1,XP_043009094.1
XM_043153810.1,XP_043009095.1
XM_043153811.1,XP_043009096.1
XM_043153812.1,XP_043009097.1
XM_043153813.1,XP_043009098.1
XM_043153814.1,XP_043009099.1
XM_043153816.1,XP_043009101.1
XM_043153815.1,XP_043009100.1
XM_043153817.1,XP_043009102.1
XM_043153818.1,XP_043009103.1
XM_043153819.1,XP_043009104.1
XM_043153820.1,XP_043009105.1
XM_043153821.1,XP_043009106.1
XM_043153823.1,XP_043009108.1
XM_043153822.1,XP_043009107.1
XM_043153824.1,XP_043009109.1
XM_043153826.1,XP_043009111.1
XM_043153825.1,XP_043009110.1
XM_043153827.1,XP_043009112.1
XM_043153828.1,XP_043009113.1
XM_043153829.1,XP_043009114.1
XM_043153830.1,XP_043009115.1
XM_043153831.1,XP_043009116.1
XM_043153832.1,XP_043009117.1
XM_043153833.1,XP_043009118.1
XM_043153834.1,XP_043009119.1
XM_043153835.1,XP_043009120.1
XM_043153836.1,XP_043009121.1
XM_043153837.1,XP_043009122.1
XM_043153838.1,XP_043009123.1
XM_043153839.1,XP_043009124.1
XM_043153840.1,XP_043009125.1
XM_043153841.1,XP_043009126.1
XM_043153842.1,XP_043009127.1
XM_043153843.1,XP_043009128.1
XM_043153844.1,XP_043009129.1
XM_043153845.1,XP_043009130.1
XM_043153846.1,XP_043009131.1
XM_043153847.1,XP_043009132.1
XM_043153848.1,XP_043009133.1
XM_043153850.1,XP_043009135.1
XM_043153849.1,XP_043009134.1
XM_043153851.1,XP_043009136.1
XM_043153852.1,XP_043009137.1
XM_043153853.1,XP_043009138.1
XM_043153854.1,XP_043009139.1
XM_043153855.1,XP_043009140.1
XM_043153856.1,XP_043009141.1
XM_043153857.1,XP_043009142.1
XM_043153858.1,XP_043009143.1
XM_043153859.1,XP_043009144.1
